0	34.0	20.0	32.0	27.0	1.312	0.905	0.298951	0.922113	8.23	3.23	2	1	1
1	33.0	27.0	31.0	40.0	0.626	0.6602	0.91973	14.526	4.69	4.9	2	1	1
2	30.0	22.0	30.0	30.0	0.122	1.1226	5.80123	1.55201	5.59	7.88	2	1	2
3	31.0	24.0	31.0	31.0	0.812	0.521	0.412073	21.6542	6.11	5.35	1	1	1
4	34.0	36.0	32.0	41.0	1.57	2.811	0.422549	0.26336	6.81	5.89	2	1	2
5	31.0	25.0	31.0	33.0	2.78	2.729	0.102352	0.495047	4.93	5.54	2	1	1
6	31.0	25.0	32.0	37.0	2.652	0.284	0.167349	0.355715	9.6	8.96	2	2	2
7	33.0	29.0	26.0	20.0	1.874	0.991	0.291032	0.93875	9.75	9.02	1	1	1
8	31.0	35.0	30.0	40.0	2.6971	0.442	0.638323	0.411019	9.43	6.53	2	1	2
9	32.0	19.0	31.0	36.0	1.691	1.056	0.39498	0.261297	4.18	5.27	2	2	1
10	31.0	28.0	32.0	40.0	1.548	0.672	1.22648	1.23395	6.84	5.76	2	1	2
11	32.0	23.0	30.0	22.0	0.983	1.056	0.289663	0.261297	7.08	5.27	2	1	2
12	32.0	28.0	31.0	28.0	0.605	1.204	8.58045	0.571864	5.09	4.41	1	1	1
13	32.0	29.0	31.0	41.0	0.6602	2.713	14.526	0.313863	4.9	4.81	2	1	2
14	32.0	33.0	30.0	33.0	0.934	2.672	0.528908	0.64647	8.32	7.65	1	1	1
15	31.0	25.0	30.0	38.0	0.667	2.019	1.57845	0.198419	8.84	7.16	2	1	2
16	33.0	32.0	32.0	35.0	1.789	0.128	0.371452	101.204	5.7	7.14	1	1	1
17	33.0	26.0	31.0	45.0	1.64	0.733	0.378902	0.981306	8.41	4.71	2	1	1
18	33.0	22.0	31.0	27.0	2.402	0.77	0.338446	0.565441	6.97	4.56	2	1	2
19	31.0	32.0	31.0	41.0	1.692	0.2146	0.51401	1.87668	6.01	4.81	2	1	1
20	32.0	31.0	30.0	30.0	1.053	2.729	1.07184	0.495047	4.77	5.54	1	1	1
21	33.0	21.0	30.0	26.0	1.63	2.681	0.271565	0.119269	5.31	4.61	1	2	2
22	34.0	26.0	30.0	32.0	0.33	4.279	0.351446	0.241861	7.22	3.34	2	1	1
23	33.0	27.0	33.0	44.0	2.552	0.965	0.293541	0.792635	5.97	5.19	2	1	1
24	33.0	32.0	32.0	44.0	0.1302	1.382	4.5882	0.765646	5.07	9.53	2	1	1
25	32.0	17.0	31.0	32.0	0.745	2.4403	1.06213	0.476302	6.78	7.33	2	1	2
26	35.0	17.0	33.0	29.0	2.412	1.612	0.482306	0.464959	9.16	5.38	2	2	2
27	32.0	19.0	30.0	37.0	1.686	2.662	0.239859	0.584758	4.18	8.63	2	1	2
28	33.0	19.0	33.0	30.0	1.943	3.03	0.590036	0.317939	6.29	8.47	2	2	2
29	30.0	16.0	28.0	35.0	2.449	0.967	0.946837	0.602391	9.59	8.09	2	1	2
30	32.0	35.0	29.0	41.0	1.363	0.141	0.569845	1.79652	3.81	4.43	2	1	1
31	29.0	31.0	30.0	38.0	2.024	1.322	0.255763	0.422276	8.31	7.01	2	1	2
32	21.0	23.0	25.0	31.0	1.026	0.766	0.150108	0.384574	5.7	6.7	2	1	1
33	31.0	28.0	30.0	28.0	0.784	1.084	1.44669	0.339331	8.23	5.77	1	1	2
34	32.0	23.0	30.0	38.0	0.632	3.177	0.71157	0.520951	8.96	9.08	2	1	3
35	34.0	34.0	31.0	45.0	0.2146	0.972	1.87668	0.578946	4.81	5.32	2	1	1
36	33.0	33.0	31.0	42.0	1.593	0.628	0.242098	0.427155	5.27	6.08	2	1	1
37	32.0	28.0	30.0	39.0	0.56	2.697	1.72272	0.267625	5.94	8.15	2	1	2
38	32.0	22.0	30.0	40.0	0.526	0.6669	1.41403	2.43895	8.18	8.63	2	1	2
39	34.0	21.0	30.0	25.0	2.024	1.612	0.255763	0.752598	8.31	5.61	2	1	2
40	30.0	25.0	30.0	47.0	1.365	1.437	0.474233	0.257574	6.56	8.0	2	1	2
