123	33	43	34	30	0.370566	0.593742	14	9
124	30	39	33	41	0.725237	1.19279	12	12
125	25	33	22	31	1.1146	1.2297	9	7
126	20	32	31	34	0.635626	1.46218	7	10
127	30	33	37	30	0.473206	0.597734	11	9
128	30	40	31	34	1.43996	1.14362	12	10
129	28	33	21	34	4.01281	0.768433	11	10
130	24	33	29	34	0.637634	0.499345	9	9
131	29	44	30	20	18.2646	3.47818	10	9
132	30	34	31	36	1.99567	17.4243	11	11
133	30	37	32	27	0.498286	0.442463	11	10
134	31	40	32	30	1.41292	0.998091	11	10
135	30	31	32	26	0.690843	0.878338	10	9
136	30	31	33	26	0.742095	8.72284	10	8
137	29	44	33	24	0.289175	3.24516	14	7
138	28	33	20	34	0.366686	0.707436	9	6
139	30	33	31	24	0.430631	1.61181	11	8
140	28	33	25	34	0.999589	0.393999	10	9
141	31	37	32	21	2.6122	0.579919	11	9
142	30	42	32	29	0.95879	1.16585	13	9
143	30	39	32	36	0.642663	0.62662	13	11
144	34	34	19	32	0.830234	0.940852	11	6
145	33	42	33	30	0.836983	0.604612	13	9
146	30	39	31	29	0.742095	0.992362	11	9
147	31	36	32	33	1.00926	0.540018	11	10
148	29	32	25	33	4.58889	1.95664	10	9
149	32	36	33	28	7.40094	21.967	11	9
150	31	33	22	32	1.32383	34.9262	10	7
151	30	44	31	36	0.569826	2.04873	14	11
152	31	40	32	34	0.356853	2.31197	13	10
153	31	38	31	20	0.879211	2.25041	13	6
154	30	40	32	22	2.63157	3.47818	13	7
155	26	31	22	34	0.855709	1.01444	9	7
156	30	36	31	36	1.49409	2.4002	12	11
157	19	21	32	25	0.130153	1.46218	7	8
158	31	39	30	35	0.893474	5.31986	12	10
159	28	31	19	31	6.63124	8.72284	9	6
160	32	44	33	36	3.96415	14.4305	14	11
161	27	32	27	31	0.420784	1.04048	10	9
162	32	48	33	32	0.808169	1.70088	15	10
163	33	34	12	29	0.811941	4.49664	11	9
164	30	42	30	37	0.608176	0.518435	10	10
165	21	33	18	29	0.602957	1.53669	11	9
166	25	33	25	34	0.95879	1.14622	8	8
167	31	36	34	24	1.14622	1.14362	11	8
168	30	33	31	38	0.720227	6.74372	11	11
169	30	32	34	22	2.58745	0.494662	10	10
170	33	37	34	22	1.3421	2.56394	12	7
171	29	32	25	33	0.836983	0.443742	10	10
172	31	42	32	25	0.341626	0.578015	14	7
173	31	33	31	20	2.2773	2.50535	11	7
174	30	39	31	32	0.657431	1.65648	11	10
175	31	40	31	33	2.17064	2.69511	11	10
176	30	41	32	31	1.69039	1.47458	11	10
177	30	33	25	34	8.24046	1.27332	11	10
178	32	41	33	33	0.682495	4.0873	13	10
179	31	35	34	24	0.635626	0.836983	11	8
180	19	32	31	34	1.47458	2.49563	10	10
181	30	36	31	37	0.978588	2.80619	11	11
182	30	34	33	28	0.963705	0.763063	11	9
183	30	38	31	22	0.527491	1.00179	12	7
184	27	34	31	33	0.434508	0.865412	9	10
185	31	39	31	36	1.35341	0.968082	12	11
186	22	32	28	33	1.68018	1.20375	8	9
187	24	31	31	33	3.84639	1.2518	10	10
188	25	31	25	34	1.10578	0.485969	10	10
189	31	34	34	23	0.85681	0.632304	11	9
190	30	43	33	27	1.62175	6.20716	14	8
191	32	37	34	31	0.907003	0.623655	12	10
192	31	38	31	30	1.19279	1.58249	12	9
193	32	37	32	29	1.56565	0.690153	11	9
194	32	42	34	27	0.647214	2.56354	14	8
195	32	38	32	32	1.65779	2.33635	11	10
196	30	37	32	43	0.504995	0.688963	11	12
197	4	30	22	31	0.96867	0.761829	10	9
198	31	34	32	24	0.50672	0.799579	11	8
199	34	36	7	22	0.738924	30.7644	12	7
200	31	43	31	44	1.32482	0.542781	10	10
201	33	43	33	31	1.6876	1.32458	12	10
202	30	40	32	25	0.695601	1.45014	13	8
203	33	45	34	33	0.697064	1.67497	15	10
204	30	30	21	31	1.64963	1.28166	10	9
205	31	39	33	39	6.74372	1.31293	11	11
206	32	33	33	22	1.03514	2.38694	11	7
207	22	32	24	34	0.535261	0.704838	7	7
208	34	43	32	35	3.2311	34.9262	13	11
209	28	38	35	27	8.62294	7.37182	12	9
210	32	40	33	31	1.89084	2.50535	12	10
211	42	49	40	38	0.411634	44.9924	14	12
212	30	47	31	40	0.502418	3.55157	15	11
213	32	46	33	26	0.4034	0.616545	15	8
214	33	37	34	25	0.865412	0.660368	11	10
215	30	38	31	23	16.9203	16.1072	10	9
216	26	34	32	33	1.18872	1.27341	9	10
217	31	43	32	25	641.193	8.72284	10	10
218	30	34	31	20	0.635626	0.935727	11	7
219	31	41	32	37	4.9731	-99.0	11	10
220	32	40	33	32	1.34422	0.707436	11	10
221	32	39	33	30	1.39055	3.30342	13	9
222	30	33	32	23	1.27709	4.01281	10	8
223	30	32	21	32	0.485969	1.40807	10	7
224	30	35	32	27	1.34041	5.38452	11	9
225	30	41	30	32	2.3008	1.30614	13	10
226	30	43	33	32	0.240533	0.785827	14	10
227	31	47	33	41	0.698888	5.34158	15	13
228	32	41	33	32	1.08691	4.74257	13	10
229	29	43	32	38	2.25041	1.9301	10	10
230	29	31	19	33	2.76188	3.44533	10	6
231	31	38	33	29	1.5466	2.38694	12	9
232	30	39	31	35	0.854996	0.984821	13	11
233	31	43	32	37	1.38357	1.9301	13	11
234	31	41	34	25	3.96415	3.84639	13	8
235	30	39	31	24	15.1517	6.17937	10	9
236	31	41	34	31	2.6122	1.50217	13	10
237	32	39	33	21	0.434432	1.46218	13	6
238	18	32	33	33	2.29166	0.85716	10	10
239	31	34	31	23	0.496173	1.49409	11	8
240	30	31	32	25	1.27012	9.24573	10	8
241	11	42	28	41	0.233915	0.86388	13	12
242	32	41	34	25	0.697777	0.968082	13	8
243	30	38	32	24	2.96648	0.675618	12	8
244	33	45	35	25	1.70798	2.12747	15	8
245	30	33	25	33	4.46428	2.06607	10	8
246	30	33	31	4	0.680649	1.04827	10	9
247	33	38	34	21	2.72068	1.19279	11	10
248	30	38	31	33	0.654283	1.27526	12	10
249	32	37	32	29	1.40807	0.422564	11	10
250	29	40	35	30	0.291599	0.508087	13	9
251	30	40	33	36	1.97942	1.9838	12	11
252	30	32	33	22	2.04927	0.273386	10	10
253	30	32	20	27	0.307741	44.9924	10	8
254	31	45	33	23	0.937073	1.19279	14	7
255	25	31	19	33	2.02938	0.63293	10	10
256	30	35	34	44	0.358704	1.74387	11	13
257	30	37	32	31	1.30614	8.22879	11	10
258	28	32	21	32	0.640444	0.393999	10	10
259	31	34	23	33	0.919769	0.91377	11	9
260	31	32	31	18	0.532132	1.00731	10	6
261	28	30	19	32	1.53669	0.903286	10	10
262	28	31	22	31	1.27157	0.720227	10	8
263	30	37	33	25	0.775783	0.599968	11	9
264	31	36	33	29	1.97629	1.09766	11	10
265	30	31	31	23	7.95136	8.05862	10	9
266	31	40	34	42	5.59954	4.0873	11	11
267	33	40	33	24	0.966076	0.63293	12	9
268	29	42	34	36	0.726716	0.833346	13	11
269	31	34	31	22	0.602973	2.32256	11	7
270	32	32	22	33	0.429002	1.2297	10	7
271	31	44	33	35	1.59465	0.50196	10	10
272	30	39	32	39	0.821494	1.36862	13	12
273	25	30	24	31	2.98106	5.94591	9	8
274	30	35	30	21	0.578015	0.568483	11	8
275	30	31	31	21	0.173099	0.847534	10	7
276	32	41	33	30	0.640444	1.14333	13	9
277	30	38	32	26	0.4034	1.66342	12	8
278	31	39	33	24	0.941223	0.540018	11	9
279	31	32	34	23	2.24472	1.19238	10	10
280	33	38	34	28	3.94085	6.17937	12	9
281	31	34	32	28	1.19238	0.502772	10	10
282	30	43	32	31	0.623655	2.11101	14	9
283	30	42	31	28	0.415259	0.672946	13	9
284	32	41	34	26	13.7122	1.45014	11	10
285	29	37	32	39	-99.0	2.55376	11	11
286	31	40	31	36	1.74387	2.50535	13	11
287	31	48	33	34	1.22906	15.8051	16	10
288	31	43	34	34	0.415259	0.811941	10	10
289	28	30	23	31	1.60041	4.47701	9	7
290	31	35	31	19	1.14622	0.350636	10	9
291	29	41	36	33	0.334642	0.375454	13	10
292	30	31	19	31	0.811941	1.14362	10	6
293	31	39	33	36	1.00926	0.171455	11	10
294	29	42	30	32	9.37573	2.85086	10	9
295	28	32	23	34	6.58636	44.9924	9	7
296	31	40	33	26	3.80694	5.83402	13	8
297	32	37	33	36	0.720227	7.57406	12	11
298	29	31	22	33	1.60041	0.638342	10	10
299	20	27	10	24	3.55157	30.7644	9	7
300	30	39	33	37	0.821494	0.705031	12	11
301	23	32	29	33	2.71978	3.42082	8	9
302	30	38	31	25	1.26908	0.396929	11	9
303	24	32	25	33	1.01856	1.19903	9	8
304	24	30	22	33	3.84639	2.69511	10	10
305	30	37	30	22	0.865412	2.00744	12	7
306	30	36	32	37	14.2237	1.27341	10	10
307	27	31	26	32	0.91377	0.674652	9	9
308	31	33	21	31	0.63293	-99.0	10	6
309	28	31	24	31	1.17766	1.60041	10	7
310	30	33	30	19	1.06803	2.77478	11	6
311	31	33	32	22	2.49563	1.531	10	7
312	24	30	22	31	1.28459	0.70179	8	7
313	30	36	32	41	8.72595	0.758551	10	10
314	30	35	31	25	15.2096	22.3306	10	9
315	31	40	32	32	0.44524	2.72068	13	10
316	27	30	20	31	0.44524	0.464235	9	6
317	31	34	33	28	0.47979	0.578015	11	9
318	31	39	33	25	0.925765	5.51669	13	8
319	30	39	30	43	0.556482	0.732248	11	10
320	31	36	33	26	3.5126	3.30342	11	9
321	32	37	34	24	2.8659	0.593742	11	10
322	32	42	33	39	0.952354	1.89866	13	12
323	30	38	31	23	7.12394	6.68551	11	9
324	31	33	32	20	0.661004	0.33879	10	9
325	31	40	35	22	18.2646	4.73557	11	10
326	30	45	31	27	0.941223	1.70088	14	8
327	31	42	32	29	4.24328	1.50513	11	10
328	30	41	31	39	7.90333	2.55376	10	10
329	28	31	21	35	0.289737	0.441505	9	7
330	30	45	31	30	0.859338	0.878338	14	9
331	30	45	31	28	0.420784	5.31986	14	9
332	30	35	31	26	1.16579	2.11101	11	9
333	31	38	32	23	2.00915	0.42007	11	10
334	31	34	20	32	0.333094	0.431899	11	6
335	33	42	34	28	0.742095	0.446546	11	10
336	32	40	32	33	0.883508	0.704838	12	10
337	30	37	32	34	1.00704	1.50476	12	10
338	31	34	21	35	0.171455	0.637651	10	6
339	31	37	32	29	8.72284	1.61181	10	10
340	30	45	31	43	0.51015	0.817153	14	13
341	31	34	34	24	0.830234	0.488883	10	10
342	31	34	34	24	29.1164	2.79355	10	10
343	32	36	34	30	2.12747	2.80325	12	9
