32.0	29.0	31.0	38.0	0.605	2.594	0.351463	0.0937046	2	2	3
33.0	21.0	32.0	28.0	1.135	1.353	0.636323	0.332132	2	2	2
31.0	21.0	31.0	32.0	3.912	0.783	0.233661	0.516375	4	1	2
32.0	37.0	30.0	37.0	1.487	0.927	0.187831	0.51015	2	1	2
33.0	36.0	32.0	40.0	1.656	1.31	0.268293	0.299133	2	2	3
33.0	23.0	32.0	38.0	1.558	2.388	0.251899	0.365485	1	1	1
31.0	35.0	30.0	41.0	0.677	0.659	0.51323	0.335613	2	2	2
33.0	24.0	31.0	34.0	2.522	1.23	0.237373	0.900892	2	2	2
30.0	23.0	31.0	31.0	1.513	1.098	0.0221934	0.498573	1	1	1
34.0	23.0	32.0	33.0	0.574	1.3527	8.24046	0.435287	2	1	1
33.0	23.0	29.0	34.0	0.737	0.912	2.97355	0.492924	2	2	2
31.0	40.0	32.0	38.0	0.8967	2.431	2.55376	0.458295	2	1	1
36.0	31.0	32.0	39.0	0.891	1.921	1.89084	0.24148	4	2	2
31.0	32.0	32.0	42.0	2.539	0.681	0.821628	2.62631	2	1	1
33.0	33.0	32.0	38.0	0.803	0.432	0.208584	0.722514	1	1	1
30.0	27.0	30.0	38.0	2.945	0.622	0.237132	0.283345	1	1	2
30.0	23.0	31.0	34.0	2.151	0.983	0.343002	0.192663	2	2	2
33.0	33.0	31.0	38.0	0.319	0.515	0.3081	0.37445	2	1	2
33.0	29.0	30.0	40.0	1.067	1.266	0.269798	0.159844	1	2	2
30.0	24.0	31.0	35.0	0.936	0.705	0.537299	1.20301	2	1	2
35.0	24.0	30.0	24.0	2.1549	1.175	0.576313	0.487847	2	2	2
30.0	26.0	30.0	39.0	2.536	0.666	0.878338	0.503581	2	2	2
33.0	36.0	33.0	39.0	1.805	1.9213	0.171468	0.280409	2	1	1
31.0	28.0	30.0	39.0	0.984	1.108	0.504498	0.695961	2	2	2
31.0	37.0	29.0	37.0	0.5337	1.526	1.09735	1.29791	2	2	2
32.0	30.0	29.0	37.0	0.309	1.016	0.472717	0.740703	2	1	2
33.0	31.0	32.0	39.0	0.453	0.6669	1.6876	1.06083	2	2	1
37.0	33.0	36.0	38.0	1.05	1.537	0.403077	0.19513	1	2	3
31.0	26.0	31.0	32.0	0.591	0.721	1.62175	0.489187	2	1	1
33.0	23.0	31.0	27.0	1.995	0.668	0.417713	1.47458	2	2	2
32.0	35.0	29.0	41.0	0.625	0.566	5.59954	0.287121	2	1	1
32.0	22.0	31.0	32.0	0.523	1.105	6.38393	0.45973	2	1	2
33.0	23.0	30.0	27.0	1.531	1.046	0.27316	0.430777	2	2	2
32.0	31.0	31.0	39.0	0.513	2.045	0.992362	0.271658	2	1	4
32.0	27.0	30.0	38.0	1.6121	1.011	0.669325	0.285541	1	2	2
34.0	22.0	31.0	35.0	0.53	1.611	0.738924	0.203097	1	2	2
32.0	23.0	31.0	27.0	2.788	1.052	0.534186	0.602957	2	2	3
30.0	26.0	30.0	40.0	1.473	1.011	0.431899	1.53051	2	2	2
33.0	25.0	33.0	28.0	1.037	3.603	3.75165	0.354753	2	1	2
29.0	25.0	41.0	24.0	1.963	0.681	0.321374	2.62631	3	2	1
32.0	24.0	32.0	34.0	1.061	2.941	1.2354	0.327242	2	2	3
33.0	30.0	32.0	40.0	0.837	1.41	19.9532	0.172836	1	1	2
33.0	24.0	32.0	33.0	0.416	0.3321	0.583811	1.85003	2	2	2
33.0	32.0	31.0	41.0	0.659	1.383	0.335613	0.134254	1	2	2
23.0	27.0	29.0	39.0	1.779	0.695	0.0207788	1.69039	1	1	2
33.0	29.0	31.0	40.0	0.502	1.2449	0.379872	2.1675	1	1	2
32.0	36.0	30.0	38.0	1.216	0.334	13.8338	0.515504	2	1	1
31.0	24.0	30.0	33.0	1.612	0.585	0.26449	0.99277	2	2	2
32.0	28.0	30.0	39.0	1.046	2.181	0.700654	0.323753	3	2	2
34.0	24.0	31.0	33.0	1.296	1.013	0.40844	1.9838	1	1	1
34.0	25.0	31.0	29.0	0.548	0.758	2.22923	0.281228	3	2	3
33.0	41.0	31.0	37.0	1.108	1.503	0.177719	0.775783	3	1	2
33.0	33.0	30.0	38.0	1.611	0.773	0.203097	0.542642	2	1	2
33.0	34.0	30.0	40.0	0.953	1.77	1.30776	0.092309	2	1	1
32.0	25.0	31.0	29.0	0.48	0.653	1.88797	0.300063	1	1	1
31.0	22.0	31.0	34.0	1.108	0.852	0.695961	1.16157	2	2	2
32.0	38.0	29.0	40.0	0.817	2.4369	0.2988	0.342068	2	2	3
33.0	21.0	30.0	32.0	2.291	0.509	0.168923	1.1146	1	1	2
32.0	23.0	33.0	32.0	3.132	0.579	0.591698	0.449507	2	1	2
30.0	25.0	30.0	39.0	0.873	1.0	7.95136	1.64686	4	1	1
33.0	24.0	30.0	28.0	0.512	0.638	1.89866	1.06591	2	2	2
31.0	26.0	31.0	35.0	0.622	1.906	0.526413	0.407505	2	2	2
32.0	22.0	30.0	28.0	0.585	0.1315	0.749118	3.44521	1	2	1
33.0	23.0	32.0	29.0	1.304	0.726	0.521792	4.66337	2	1	1
31.0	37.0	30.0	39.0	0.734	1.045	6.54027	0.679116	2	2	2
32.0	24.0	30.0	26.0	0.667	2.824	0.56479	0.280807	2	2	2
32.0	30.0	30.0	39.0	2.928	0.544	0.405085	0.426677	1	2	2
31.0	25.0	30.0	25.0	0.286	0.321	17.1325	0.475787	1	1	1
32.0	25.0	31.0	36.0	0.643	1.012	0.663129	1.11201	2	1	2
34.0	24.0	33.0	37.0	0.492	2.486	0.581249	0.427071	2	1	3
34.0	21.0	31.0	28.0	0.286	0.347	17.1325	1.41292	2	2	1
32.0	23.0	31.0	24.0	2.89	0.738	0.210378	1.03568	0	2	5
31.0	38.0	30.0	38.0	0.539	0.666	0.425243	7.40094	4	1	1
32.0	31.0	30.0	37.0	0.873	1.686	7.95136	0.16852	1	1	1
33.0	28.0	30.0	39.0	3.259	0.676	0.235867	3.77836	1	1	1
33.0	33.0	31.0	37.0	1.109	1.675	0.416799	0.223948	1	2	1
35.0	30.0	31.0	38.0	0.623	0.105	0.678028	1.09744	1	1	1
31.0	38.0	30.0	37.0	2.019	0.754	0.466947	0.656342	2	2	2
31.0	25.0	30.0	25.0	0.844	1.919	0.430485	0.16733	1	3	2
32.0	24.0	30.0	33.0	1.0428	2.422	2.56354	0.151708	1	1	1
31.0	24.0	30.0	31.0	0.535	0.883	0.230925	1.5466	2	1	2
30.0	25.0	31.0	37.0	1.128	0.512	0.358026	1.89866	1	1	1
31.0	23.0	30.0	36.0	1.942	0.592	0.471535	28.255	2	1	1
32.0	24.0	31.0	35.0	1.23	1.935	0.900892	0.147365	1	1	1
34.0	30.0	32.0	36.0	0.451	0.353	1.60955	0.827675	1	1	2
31.0	36.0	30.0	39.0	0.799	0.884	0.245724	0.989105	2	1	2
33.0	26.0	32.0	30.0	0.687	2.627	0.905358	0.473511	2	1	1
33.0	24.0	30.0	36.0	1.554	0.625	1.52279	5.59954	1	1	1
32.0	32.0	30.0	40.0	2.8115	1.526	0.399515	1.12573	2	2	2
33.0	29.0	31.0	39.0	1.097	1.013	1.14622	0.291246	1	1	1
32.0	36.0	33.0	40.0	0.523	1.3527	30.7644	0.435287	3	2	2
33.0	22.0	30.0	29.0	1.043	3.326	3.42082	0.492917	0	2	2
30.0	28.0	31.0	36.0	0.522	1.288	0.386174	0.356425	1	1	1
32.0	25.0	30.0	38.0	0.735	1.514	6.94273	0.0444559	1	1	1
31.0	21.0	30.0	30.0	0.501	0.644	0.451468	0.408861	3	3	4
34.0	21.0	30.0	32.0	1.033	1.381	3.5126	2.564	2	2	2
32.0	31.0	32.0	39.0	1.299	0.413	0.334642	0.419023	2	1	2
33.0	27.0	30.0	37.0	2.005	2.4369	0.466074	0.342068	2	2	2
33.0	12.0	29.0	34.0	0.332	1.42	0.522049	0.204845	1	1	1
32.0	23.0	30.0	25.0	2.873	0.333	0.302798	3.80694	2	1	1
31.0	24.0	34.0	35.0	2.559	0.338	0.23783	1.09766	1	1	1
33.0	25.0	32.0	32.0	2.343	0.2162	0.352479	6.58636	2	1	2
32.0	32.0	31.0	41.0	0.951	1.105	0.518435	0.45973	1	2	2
33.0	28.0	31.0	40.0	0.54	1.9622	0.647577	0.791286	2	1	4
31.0	34.0	29.0	42.0	2.52	2.474	0.213108	0.273386	0	2	2
32.0	27.0	28.0	36.0	0.7322	1.037	2.56539	4.54489	3	2	2
33.0	27.0	31.0	27.0	0.616	1.222	0.573996	1.37254	2	1	2
31.0	29.0	32.0	40.0	2.441	1.617	0.909914	0.446546	3	3	2
33.0	25.0	32.0	36.0	2.032	0.524	0.370566	5.71779	2	1	1
30.0	23.0	30.0	27.0	0.767	0.138	0.296917	0.531353	1	2	2
33.0	22.0	33.0	33.0	0.744	0.983	0.732454	0.583834	2	2	3
52.0	31.0	6.0	39.0	0.653	2.31	0.386725	0.210544	1	1	1
33.0	29.0	32.0	41.0	1.162	1.376	0.884758	0.415259	2	3	2
32.0	34.0	32.0	39.0	1.182	1.6105	1.09956	1.27332	3	2	1
32.0	30.0	30.0	39.0	0.566	1.8761	16.9203	1.54913	2	1	1
32.0	27.0	31.0	38.0	1.604	0.671	0.219937	1.27157	2	1	2
33.0	30.0	31.0	30.0	1.461	0.623	0.44524	0.350557	1	1	2
32.0	30.0	29.0	38.0	0.3459	0.761	18.2646	0.532156	2	1	1
33.0	24.0	30.0	29.0	0.25	2.693	0.341367	0.488883	2	2	2
34.0	26.0	30.0	25.0	0.548	0.607	2.22923	0.423761	3	2	2
34.0	26.0	30.0	38.0	2.632	0.613	0.320045	1.18072	1	1	2
32.0	35.0	30.0	42.0	0.95	0.721	0.833346	0.489187	2	2	2
32.0	23.0	31.0	29.0	3.326	0.54	0.492917	0.773786	2	2	2
33.0	29.0	32.0	39.0	0.658	0.574	3.2311	8.24046	2	1	2
33.0	21.0	30.0	33.0	0.136	1.897	1.43996	0.379893	3	2	3
33.0	21.0	31.0	28.0	1.635	1.667	0.102269	0.140831	1	2	1
33.0	28.0	32.0	29.0	0.599	0.759	0.864241	0.611051	2	1	1
32.0	24.0	31.0	28.0	0.497	1.568	1.19279	0.231204	2	1	3
32.0	28.0	31.0	28.0	0.979	3.444	1.51132	0.690153	1	1	1
32.0	22.0	29.0	30.0	0.676	2.893	13.7122	0.358515	1	1	1
31.0	29.0	29.0	36.0	1.97	2.349	0.556482	0.493892	3	2	3
31.0	30.0	30.0	29.0	2.391	0.502	0.129058	0.219108	3	2	2
33.0	26.0	31.0	35.0	1.775	1.873	0.219608	0.431923	2	1	2
31.0	28.0	30.0	40.0	0.38	2.111	0.907003	0.176366	1	2	1
31.0	25.0	30.0	32.0	0.825	0.117	0.596749	0.574998	2	2	2
31.0	30.0	31.0	38.0	1.6042	1.108	1.37335	0.695961	2	2	1
32.0	33.0	31.0	40.0	0.591	0.594	1.62175	0.421213	2	1	1
31.0	25.0	30.0	27.0	0.734	1.367	6.74372	0.317691	1	1	1
33.0	21.0	30.0	33.0	1.2	1.222	0.107306	2.31197	1	1	1
33.0	4.0	31.0	53.0	1.889	0.457	0.225302	0.208241	1	2	1
33.0	21.0	29.0	30.0	0.468	3.724	0.616341	0.318016	2	2	2
32.0	31.0	33.0	40.0	2.539	1.906	0.180944	0.347655	2	1	1
32.0	28.0	30.0	41.0	2.045	0.714	0.180694	0.50672	2	2	2
32.0	35.0	31.0	38.0	0.613	0.213	1.18072	0.368316	1	1	2
33.0	31.0	32.0	38.0	2.584	0.946	0.716388	0.26321	2	1	3
33.0	28.0	31.0	40.0	1.316	1.921	0.316312	0.24148	3	3	4
32.0	24.0	32.0	27.0	2.367	3.494	0.494365	0.368502	2	2	2
31.0	34.0	30.0	36.0	0.729	2.2979	0.541984	0.724398	2	2	3
34.0	25.0	31.0	29.0	4.603	1.092	0.310189	0.491988	2	3	3
32.0	26.0	30.0	35.0	0.686	0.67	1.00704	1.13551	1	1	2
32.0	23.0	30.0	30.0	3.33	0.817	0.38685	0.2988	2	2	2
32.0	22.0	31.0	28.0	1.544	0.985	0.757555	0.411434	1	2	2
33.0	27.0	31.0	26.0	0.453	0.484	0.234166	0.313826	1	2	2
31.0	39.0	29.0	38.0	1.027	1.232	0.685206	0.381135	2	2	1
34.0	36.0	32.0	40.0	2.338	0.455	0.901624	0.497972	2	2	2
31.0	30.0	30.0	39.0	0.53	2.8102	0.452487	0.681992	2	2	3
34.0	26.0	30.0	29.0	0.601	0.8479	0.924227	2.28156	2	1	2
31.0	23.0	30.0	37.0	2.438	0.7365	0.36964	0.720227	2	2	1
32.0	37.0	31.0	39.0	2.486	2.682	0.427071	0.465055	2	2	2
33.0	29.0	32.0	38.0	0.409	0.974	0.297894	2.3008	1	1	2
32.0	25.0	33.0	36.0	1.037	0.3331	4.54489	1.36215	2	1	1
34.0	24.0	31.0	37.0	1.943	0.831	0.526761	0.344368	2	3	2
31.0	23.0	31.0	32.0	0.8	0.493	0.793811	0.589676	3	3	3
32.0	22.0	31.0	33.0	0.347	2.928	1.41292	0.405085	2	2	2
30.0	23.0	31.0	31.0	0.301	2.575	0.496694	0.249246	3	2	2
33.0	25.0	31.0	30.0	2.42	2.931	0.161687	0.199931	1	2	4
33.0	25.0	33.0	26.0	0.347	4.811	0.419537	1.0135	2	1	2
30.0	23.0	29.0	34.0	1.088	2.089	6.32744	0.676967	2	1	1
32.0	31.0	29.0	39.0	3.4129	0.529	0.719234	0.459136	1	1	2
32.0	23.0	30.0	27.0	2.081	0.2475	0.167715	2.13289	1	1	1
33.0	21.0	31.0	27.0	2.928	0.732	0.405085	0.326863	1	2	2
34.0	29.0	31.0	39.0	1.8761	2.941	1.54913	0.327242	2	2	2
31.0	34.0	30.0	42.0	1.933	1.662	1.11703	0.586948	1	1	1
32.0	35.0	31.0	38.0	0.885	0.907	0.276814	3.47118	2	1	2
33.0	25.0	33.0	28.0	2.233	1.645	0.145438	0.294654	0	2	3
33.0	25.0	29.0	40.0	1.324	1.021	2.73255	0.984821	2	3	1
32.0	32.0	32.0	38.0	1.65	2.8115	0.252018	0.399515	2	1	1
30.0	25.0	30.0	28.0	1.215	1.644	0.954506	0.705653	1	1	2
32.0	24.0	31.0	37.0	2.19	0.111	0.331718	0.604391	1	2	4
30.0	34.0	31.0	26.0	0.967	0.502	1.61927	0.219108	4	1	1
33.0	23.0	32.0	33.0	1.26	0.951	0.236741	1.27012	2	2	1
33.0	30.0	32.0	40.0	0.735	0.567	8.72284	0.445629	2	1	1
32.0	29.0	31.0	36.0	1.588	2.784	0.505454	0.381597	0	2	4
32.0	22.0	30.0	28.0	1.553	3.339	1.06803	0.349263	2	2	2
31.0	23.0	31.0	31.0	2.428	1.274	0.215958	0.384123	1	2	2
32.0	38.0	32.0	37.0	0.13	1.221	0.607655	0.935727	2	1	2
24.0	28.0	29.0	40.0	1.017	1.025	-99.0	0.3593	1	2	2
33.0	31.0	33.0	39.0	2.573	0.625	0.33044	5.59954	1	1	1
31.0	27.0	30.0	39.0	1.211	0.956	0.159338	0.173099	1	2	3
33.0	29.0	31.0	42.0	0.944	2.367	0.970794	0.494365	2	2	2
31.0	34.0	30.0	39.0	0.738	0.839	11.6073	1.60687	2	1	2
32.0	23.0	31.0	28.0	0.564	1.24	0.409184	0.763063	1	1	2
32.0	30.0	30.0	42.0	1.013	0.744	0.291246	0.732454	2	2	2
30.0	27.0	30.0	29.0	2.584	1.874	0.716388	0.197781	1	1	1
33.0	24.0	31.0	37.0	0.934	0.844	1.50476	0.430485	2	2	2
31.0	35.0	29.0	40.0	0.347	2.718	1.02922	0.662656	1	2	2
33.0	25.0	33.0	36.0	0.605	0.593	41.7618	0.379464	2	1	1
32.0	24.0	30.0	38.0	1.772	1.634	0.114166	0.148387	0	1	2
31.0	23.0	30.0	30.0	0.639	1.72	0.437134	0.500253	1	2	2
42.0	22.0	43.0	36.0	4.336	1.64	0.286372	0.322894	2	3	3
31.0	24.0	32.0	36.0	2.893	0.729	0.358515	7.12394	3	1	1
32.0	26.0	30.0	30.0	1.381	2.689	2.564	0.222416	1	2	1
33.0	35.0	32.0	42.0	0.671	0.5623	1.27157	6.41507	3	1	2
32.0	25.0	31.0	29.0	0.735	0.6799	3.47818	2.5589	2	1	2
32.0	34.0	29.0	37.0	0.6705	3.083	1.97629	0.430397	1	1	1
31.0	25.0	30.0	38.0	0.718	2.111	11.4732	0.176366	1	1	1
33.0	33.0	32.0	40.0	0.4163	1.269	3.32492	0.283887	1	1	1
31.0	37.0	30.0	39.0	0.744	1.829	0.732454	0.852677	2	2	2
32.0	25.0	31.0	36.0	1.349	1.9057	0.194458	1.26908	3	1	2
29.0	34.0	31.0	41.0	1.011	3.168	2.04873	0.459019	2	2	2
32.0	25.0	31.0	35.0	0.278	2.847	5.83402	0.230484	1	1	1
32.0	25.0	29.0	35.0	0.961	1.868	0.508417	0.217886	2	2	2
33.0	23.0	30.0	32.0	0.905	0.522	0.533082	0.860763	3	3	3
31.0	22.0	30.0	30.0	1.6036	2.719	0.257723	0.547389	2	2	2
32.0	33.0	30.0	42.0	1.635	0.598	0.102269	1.61181	1	1	1
