98	32.0	30.0	30.0	31.0	1.163	0.735	0.658059	19.1461	8.53	6.93	[[30], [31]]	[[10], [10]]	[[30], [31]]
99	32.0	17.0	31.0	34.0	0.621	1.552	0.625911	1.0192	6.72	9.62	[[32, 17], [31, 34]]	[[5], [11]]	[[32, 17], [31, 34]]
100	33.0	29.0	31.0	37.0	3.622	1.095	0.270154	0.209626	3.62	11.91	[[33, 29], [31, 37]]	[[9], [12]]	[[33, 29], [31, 37]]
101	30.0	26.0	30.0	29.0	0.589	0.559	0.472776	5.05494	6.3	9.77	[[26], [29]]	[[8], [9]]	[[26], [29]]
102	33.0	22.0	29.0	34.0	0.935	1.789	0.40717	0.371452	12.51	5.7	[[33, 22], [29, 34]]	[[7], [11]]	[[33, 22], [29, 34]]
103	33.0	19.0	30.0	33.0	0.446	0.833	1.54161	1.36425	3.2	4.72	[[33, 19], [30, 33]]	[[11, 6], [10, 11]]	[[33, 19], [30, 33]]
104	34.0	18.0	32.0	33.0	2.873	1.927	0.245924	0.230255	8.93	4.52	[[34, 18], [32, 33]]	[[6], [11]]	[[18, 34], [33, 32]]
105	33.0	29.0	31.0	28.0	0.139	1.686	0.727113	0.239859	11.7	4.18	[[29, 33], [28, 31]]	[[9], [9]]	[[33], [31]]
106	30.0	21.0	28.0	20.0	1.683	0.961	1.08372	1.04828	10.99	7.89	[[21, 30], [20, 28]]	[[7], [6]]	[[21, 30], [20, 28]]
107	30.0	32.0	30.0	37.0	2.6711	0.79	0.483635	0.587182	11.0	9.53	[[32], [37]]	[[10], [10]]	[[30, 32], [30, 37]]
108	33.0	25.0	30.0	43.0	1.789	0.725	0.155425	0.357625	5.31	5.64	[[33, 25], [30, 43]]	[[8], [14]]	[[33, 25], [30, 43]]
109	32.0	26.0	31.0	26.0	1.064	1.907	1.46392	0.143527	5.87	4.5	[[26, 32], [26, 31]]	[[10], [10]]	[[32], [31]]
110	30.0	18.0	31.0	33.0	2.7008	2.527	0.627429	0.572069	9.31	8.23	[[30, 18], [31, 33]]	[[10], [10]]	[[30, 18], [31, 33]]
111	34.0	27.0	32.0	40.0	1.208	0.699	0.249796	3.35316	4.48	14.97	[[34, 27], [32, 40]]	[[9], [13]]	[[34, 27], [32, 40]]
112	31.0	26.0	35.0	41.0	0.122	0.523	0.356056	7.4353	12.97	5.92	[[26], [41]]	[[8], [13]]	[[26], [41]]
113	34.0	39.0	32.0	38.0	1.67	0.735	1.27027	0.842237	9.16	5.69	[[34, 39], [32, 38]]	[[11], [10]]	[[34, 39], [32, 38]]
114	32.0	20.0	32.0	32.0	1.111	0.5031	0.364845	1.73237	14.27	11.55	[[32, 20, 32], [32, 32, 32]]	[[6], [10]]	[[20], [32]]
115	33.0	40.0	33.0	42.0	0.551	2.8121	0.324833	1.00507	3.91	6.34	[[33, 40], [33, 42]]	[[13], [14]]	[[33, 40], [33, 42]]
116	32.0	21.0	30.0	26.0	0.247	0.704	0.362685	2.16242	4.41	11.4	[[21, 32], [26, 30]]	[[7], [8]]	[[21, 32], [26, 30]]
117	32.0	32.0	30.0	43.0	1.122	0.613	1.96291	0.66513	9.42	7.96	[[32, 32], [30, 43]]	[[10], [10]]	[[32, 32], [30, 43]]
118	30.0	28.0	30.0	47.0	1.64	0.549	0.378902	1.2406	8.41	6.27	[[30, 28], [30, 47]]	[[9], [15]]	[[28], [47]]
119	40.0	32.0	38.0	32.0	1.14	0.733	0.801109	0.981306	14.19	4.71	[[32, 40], [32, 38]]	[[10], [10]]	[[32], [32]]
120	35.0	17.0	30.0	35.0	0.6719	0.576	6.16754	0.676888	14.01	5.97	[[35, 17], [30, 35]]	[[11], [10]]	[[35, 17], [30, 35]]
121	32.0	34.0	30.0	41.0	2.885	1.476	0.12096	1.26845	6.03	14.01	[[32, 34], [30, 41]]	[[11], [13]]	[[34], [41]]
122	34.0	30.0	32.0	26.0	0.557	1.102	0.929316	0.861984	14.55	10.12	[[30, 34], [26, 32]]	[[10], [8]]	[[30], [26]]
123	31.0	40.0	32.0	45.0	0.6	0.6206	0.351628	5.38459	12.83	11.82	[[31, 40], [32, 45]]	[[13], [15]]	[[31, 40], [32, 45]]
124	33.0	20.0	31.0	40.0	2.813	2.4704	0.275052	0.519572	6.52	9.97	[[33, 20], [31, 40]]	[[6], [13]]	[[20], [40]]
125	32.0	25.0	31.0	30.0	1.299	0.827	0.345704	0.716014	9.22	6.35	[[25, 32], [30, 31]]	[[8], [10]]	[[25, 32], [30, 31]]
126	30.0	19.0	31.0	34.0	0.313	0.7602	0.621968	1.06393	3.18	6.9	[[30, 19], [31, 34]]	[[6], [11]]	[[30, 19], [31, 34]]
127	30.0	24.0	29.0	46.0	2.1255	0.5303	1.2978	15.6708	7.32	6.46	[[30, 24], [29, 46]]	[[8], [15]]	[[24], [46]]
